date,stiffness,rating,ascent_type,grade,color,climb_name,gym,location,country,attempts
Fri Nov 04 2022 00:10:07 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Mission Cliffs,,,1
Fri Nov 04 2022 00:12:51 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Mission Cliffs,,,1
Fri Nov 04 2022 00:31:55 GMT+0000 (GMT),0,,Flash,v3,Green,,Touchstone Mission Cliffs,,,1
Fri Nov 04 2022 01:18:21 GMT+0000 (GMT),0,5,Redpoint,v4,Yellow,,Touchstone Mission Cliffs,,,2
Sun Nov 06 2022 18:50:20 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Sun Nov 06 2022 18:50:24 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Sun Nov 06 2022 20:28:40 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Touchstone Dogpatch Boulders,,,4
Wed Nov 09 2022 02:33:28 GMT+0000 (GMT),0,,Flash,v0,White,,Movement Belmont,,,1
Wed Nov 09 2022 02:34:01 GMT+0000 (GMT),0,,Flash,v1,Orange,,Movement Belmont,,,1
Wed Nov 09 2022 03:04:38 GMT+0000 (GMT),0,,Flash,v3,Green,,Movement Belmont,,,1
Wed Nov 09 2022 03:18:12 GMT+0000 (GMT),0,,Flash,v4,Green,,Movement Belmont,,,1
Wed Nov 09 2022 03:57:55 GMT+0000 (GMT),0,,Flash,v2,Tan,,Movement Belmont,,,1
Wed Nov 09 2022 04:33:26 GMT+0000 (GMT),0,,Redpoint,v4,Purple,,Movement Belmont,,,4
Wed Nov 09 2022 05:12:14 GMT+0000 (GMT),0,,Flash,v3,Green,,Movement Belmont,,,1
Fri Nov 11 2022 02:38:04 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Movement Sunnyvale,,,1
Fri Nov 11 2022 02:38:08 GMT+0000 (GMT),0,,Flash,v1,Orange,,Movement Sunnyvale,,,1
Fri Nov 11 2022 02:50:22 GMT+0000 (GMT),0,,Flash,v3,Black,,Movement Sunnyvale,,,1
Fri Nov 11 2022 03:54:39 GMT+0000 (GMT),0,,Redpoint,v4,Blue,,Movement Sunnyvale,,,5
Fri Nov 11 2022 04:34:58 GMT+0000 (GMT),0,,Flash,v3,White,,Movement Sunnyvale,,,1
Fri Nov 11 2022 04:51:24 GMT+0000 (GMT),0,,Repeat,v3,White,,Movement Sunnyvale,,,1
Fri Nov 11 2022 05:22:58 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Movement Sunnyvale,,,3
Fri Nov 11 2022 06:05:00 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Movement Sunnyvale,,,2
Sat Nov 12 2022 17:43:37 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Sat Nov 12 2022 17:59:23 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Sat Nov 12 2022 18:16:47 GMT+0000 (GMT),0,,Redpoint,v3,White,,Touchstone Dogpatch Boulders,,,2
Sat Nov 12 2022 18:37:15 GMT+0000 (GMT),0,,Flash,v4,Green,,Touchstone Dogpatch Boulders,,,1
Sat Nov 12 2022 18:52:38 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Sat Nov 12 2022 19:14:26 GMT+0000 (GMT),0,,Redpoint,v3,Black,,Touchstone Dogpatch Boulders,,,2
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Sun Nov 13 2022 21:41:40 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Tue Nov 15 2022 15:50:54 GMT+0000 (GMT),0,,Flash,v0,Red,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 15:50:58 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 15:52:55 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 15:59:02 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 16:03:21 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 16:20:52 GMT+0000 (GMT),0,,Flash,v4,Black,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 16:29:20 GMT+0000 (GMT),0,,Repeat,v4,Black,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 16:36:39 GMT+0000 (GMT),0,,Flash,v4,White,,Touchstone Berkeley Ironworks,,,1
Tue Nov 15 2022 17:57:57 GMT+0000 (GMT),0,,Flash,v3,Green,,Touchstone Berkeley Ironworks,,,1
Sun Nov 20 2022 00:36:39 GMT+0000 (GMT),0,,Flash,v0,,Jolly Beggar,,Jolly Beggar Boulder,United States,1
Sun Nov 20 2022 00:36:59 GMT+0000 (GMT),0,,Flash,v1,,Totty Traverse,,Totty Boulder,United States,1
Sun Nov 20 2022 00:37:15 GMT+0000 (GMT),0,,Flash,v0,,Totty Arete,,Totty Boulder,United States,1
Mon Nov 21 2022 01:15:09 GMT+0000 (GMT),0,5,Flash,vB,,Low Angle Arete,,Trail Boulder,United States,1
Mon Nov 21 2022 01:15:36 GMT+0000 (GMT),0,5,Flash,v0,,Parliament,,Funkadelia Boulder,United States,1
Tue Nov 22 2022 05:42:52 GMT+0000 (GMT),0,,Flash,v0,,Unnamed Hero Roof Slab,,Hero Roof,United States,1
Wed Nov 23 2022 01:08:51 GMT+0000 (GMT),0,,Redpoint,v0,,Any Which Way,,More Water Less Power Boulder,United States,2
Wed Nov 23 2022 01:09:50 GMT+0000 (GMT),0,,Flash,vB,,Which Road,,Heavenly Path Boulder,United States,1
Fri Nov 25 2022 21:47:07 GMT+0000 (GMT),0,,Flash,vB,Yellow,,Touchstone Pacific Pipe,,,1
Fri Nov 25 2022 21:49:20 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Pacific Pipe,,,1
Fri Nov 25 2022 23:09:19 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Pacific Pipe,,,1
Fri Nov 25 2022 23:22:39 GMT+0000 (GMT),0,,Flash,v3,Blue,,Touchstone Pacific Pipe,,,1
Sat Nov 26 2022 00:32:29 GMT+0000 (GMT),0,,Redpoint,v4,Black,,Touchstone Pacific Pipe,,,2
Tue Nov 29 2022 15:40:15 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Pacific Pipe,,,1
Tue Nov 29 2022 15:41:49 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Pacific Pipe,,,1
Tue Nov 29 2022 15:45:39 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Pacific Pipe,,,1
Tue Nov 29 2022 15:53:05 GMT+0000 (GMT),0,,Flash,v3,Orange,,Touchstone Pacific Pipe,,,1
Tue Nov 29 2022 17:31:56 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Pacific Pipe,,,2
Fri Dec 02 2022 21:03:09 GMT+0000 (GMT),0,,Flash,v0,,,Central Rock Gym Cambridge,,,1
Fri Dec 02 2022 21:03:09 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Fri Dec 02 2022 21:03:18 GMT+0000 (GMT),0,,Flash,v1,,,Central Rock Gym Cambridge,,,1
Fri Dec 02 2022 22:17:31 GMT+0000 (GMT),0,,Flash,v3,,,Central Rock Gym Cambridge,,,1
Fri Dec 02 2022 22:30:53 GMT+0000 (GMT),0,,Repeat,v3,,,Central Rock Gym Cambridge,,,1
